商品名,カテゴリ,色,スパーク,ボディ,メーカー,産地,地名,容量,価格,小売価格,コメント,味わい,画像
W（ダブリュ）美郷錦　　　　　純米無濾過原酒,日本酒,,,,(有)渡辺酒造店,岐阜県,,720,1745,1920 ,なめらかな桃のような香りを帯びた、優しい味の広がりが心地良い。,人気の酒米です。,
Ｗ（ﾀﾞﾌﾞﾘｭｰ）金紋錦　純米無濾過生原酒,日本酒,,,,(有)渡辺酒造店,岐阜県,,720,1881,2069 ,リンゴや完熟パイナップルのような香味。ふくよかなお米の輪郭が浮かび上がる,甘めのお酒好きに◎,
蓬莱　無濾過の生　純米原酒,日本酒,,,,(有)渡辺酒造店,岐阜県,,720,1481,1629 ,『全米日本酒鑑評会』グランプリ受賞酒,数量限定,
W　高島雄町　　　　　　　　　　　　　純米無濾過生原酒　生?,日本酒,,,,渡辺酒造,岐阜県,,720,2272,2499 ,マスカット、リンゴの香り。やさしく生?のコクが溶け込んでいる。,雄町の元祖・高島雄町,
信州亀齢　ひとごこち純米　　　　　　無濾過生原酒,日本酒,,,,岡崎酒造,長野県,上田市,720,1600,1760 ,甘味、旨味、酸味が心地よく広がる純米酒,数量限定,
信州亀齢　純米吟醸　                                        美山錦　無濾過生原酒,日本酒,,,,岡崎酒造,長野県,上田市,720,1900,2090 ,甘味、旨味、酸味が心地よく広がる純米吟醸,華やかな香り,
信州亀齢　ひとごこち　　　　　　　　　　　純米無濾過生原酒,日本酒,,,,岡崎酒造,長野県,上田市,720,1600,1760 ,爽やかな香り、軽快な口当たり、甘味酸味の調和が絶妙です。,すっきり甘口酒,
信州亀齢　純米吟醸　　　　　山田錦無濾過生原酒,日本酒,,,,岡崎酒造,長野県,上田市,720,1800,1980 ,香りは華やかでフルーティ、口に含むとキレイな酸味とエレガントな甘み,ほんのり甘口,
信州亀齢　ひとごこち純米　　　　　　火入れ,日本酒,,,,岡崎酒造,長野県,上田市,720,1400,1540 ,甘味、旨味、酸味が心地よく広がる純米酒,数量限定,
信州亀齢　山恵錦　　　　　　　　　　　　　純米吟醸　無濾過生原酒,日本酒,,,,岡崎酒造,長野県,上田市,720,1800,1980 ,爽やかな香り、軽快な口当たり、         甘味酸味の調和が絶妙です。,数量限定,
信州亀齢　純米大吟醸39　　　　美山錦,日本酒,,,,岡崎酒造,長野県,上田市,720,4000,4400 ,華やかな香りと凛とした味わいが        特徴です。,すっきり甘口酒,
信州亀齡　純米吟醸　　　　　　　　　　　　　　　　　　　　　　　　　　　　山田錦　火入れ,日本酒,,,,岡崎酒造,長野県,上田市,720,1636,1800 ,華やかな香り、軽快な甘み、僅かなガス感を感じるフレッシュな味わい,１人様１本まで！,
信州亀齢　純米吟醸ひとごこち,日本酒,,,,岡崎酒造,長野県,上田市,720,1800,1980 ,上品な香りと口の中に広がる柔らかな旨味。,数量限定販売,
信州亀齢　純米吟醸　山恵錦,日本酒,,,,岡崎酒造,長野県,上田市,720,1800,1980 ,甘味、旨味、酸味が心地よく広がる純米吟醸,華やかな香り,
信州亀齢　純米大吟醸　金紋錦,日本酒,,,,岡崎酒造,長野県,上田市,720,4000,4400 ,透明感を持ち、華やかな香りが特徴です。,数量限定販売,
豊賀　美山錦　純米大吟嬢　黒ラベル生詰,日本酒,,,,高沢酒造,長野県,小布施町,720,2500,2750 ,「プチ贅沢」として日々の晩酌でも楽しんで頂ける　純米大吟醸です。,ほんのり旨口,
豊賀　山恵錦　純米吟醸　火入れ生詰,日本酒,,,,高沢酒造,長野県,小布施町,720,1954,2149 ,世界を驚かせた酒米で、豊賀が描く新章…！,やや辛口,
豊賀　ひとごこち　純米吟醸　火入れ生詰,日本酒,,,,高沢酒造,長野県,小布施町,720,1954,2149 ,米の旨味がしっかり伝わる、ほっこり美味しい純米酒♪,やや辛口,
豊賀　ひとごこち 純吟  　　　　　　　　　　　　　　　　中取り 無濾過生原酒,日本酒,,,,高沢酒造,長野県,小布施町,720,1950,2145 ,リンゴのようなフルーティ甘味。　　　ドライな味わい,無濾過生原酒,
豊賀　純米酒　緑ラベル　無濾過生原酒　,日本酒,,,,高沢酒造,長野県,小布施町,720,1700,1870 ,洋梨やメロンを連想させる果実感,ホッとする味わい,
大雪渓　春の純米吟醸,日本酒,,,,大雪渓酒造㈱,長野県,池田町,720,1500,1650 ,フルーティーでフレッシュな味わいと、幅のある味わいの熟成,ひとごこちを100％使用,
大信州　別囲い　純米吟醸　　　　　番外品　生,日本酒,,,,大信州酒造㈱　,長野県,松本市　,720,2100,2310 ,純米大吟醸と純米吟醸のブレンド！香り高くキレのある味わい,新酒生酒,
大信州　仕込み15号　雫取り　　生原酒,日本酒,,,,大信州酒造㈱,長野県,長野県,720,2300,2530 ,新酒ならではのフレッシュ感に華やかな吟醸香を合わせ持つ純米大吟醸！,搾りたて生原酒,
大信州　秋の純米吟醸,日本酒,,,,大信州,長野県,松本市,720,1800,1980 ,洗練された軽快なキレのある味わい。,濃厚辛口,
大信州　仕込六十一号　生詰,日本酒,,,,大信州酒造㈱,長野県,松本市,720,2300,2530 ,ライチを想像させるさわやかな香りと軽快な口当たり！,大人気仕込シリーズ,
大信州　純米大吟醸　槽場詰め,日本酒,,,,大信州酒造㈱,長野県,松本市,720,2300,2530 ,新酒らしい爽やかでフレッシュな飲み口。マスカットの香り,新酒！,
大信州　以和為貴　大吟醸,日本酒,,,,大信州酒造㈱,長野県,松本市,720,5000,5500 ,洗練された上品な旨味と透明感のある甘味がバランスが良い,蔵元最高峰のお酒,
大雪渓　吟燗,日本酒,,,,大雪渓酒造㈱,長野県,池田町,720,1400,1540 ,温度を上げるごとキリッとする旨味をお楽しみください。,吟醸の熱燗!!!,
大信州　花　純米大吟醸,日本酒,,,,大信州酒造㈱,長野県,松本市,720,3500,3850 ,大月酒店オリジナルコラボ商品。　　　　穏やかで軽快な香り,濃厚旨口酒,
大雪渓　活性にごり,日本酒,,,,大雪渓酒造㈱,長野県,池田町,720,1300,1430 ,限りなくどぶろく、炭酸のしゅわしゅわ感が楽しめます！,発泡辛口,
大信州　　　　　　　　　　　　　純米吟醸スパークリング　発泡にごり生,日本酒,,,,大信州酒造㈱,長野県,松本市,720,2000,2200 ,洗練されたドライな飲み口ときめ細やかなスパークリング。,まさに“和製シャンパン”,
大信州　純米吟醸スパークリング発泡にごり生,日本酒,,,,大信州酒造㈱,長野県,長野県,720,1800,1980 ,繊細で透明感があり、泡感はしっかりあり爽快なスパークリング日本酒,冬季限定バージョン,
大雪渓　純米吟醸　D雄町,日本酒,,,,大雪渓酒造㈱,長野県,池田町,720,2200,2420 ,程よい酸味と柑橘系のほろ苦さが重なり合った心地よい味わいです。,IWCトロフィー受賞,
◆【限】大雪渓「穂」金キャップ　生酒　辛口大吟醸　72,日本酒,,,,大雪渓酒造㈱,長野県,池田町,720,3200,3520 ,全工程手造りで丁寧に造った、上品で優雅なまろみのある贅沢なお酒,大月酒店オリジナル酒,
大雪渓　　槽場直汲み　　　　純米吟醸無濾過生,日本酒,,,,大雪渓酒造㈱,長野県,池田町,720,1700,1870 ,フレッシュでフルーティー、透明感を感じる綺麗な味わいです。,すっきり辛口酒,
大信州　純米大吟醸　稲光　７２０,日本酒,,,,大信州酒造㈱,長野県,松本市,720,2500,2750 ,柔らかく綺麗な甘味と優しい酸が広がる滑らかな味わいです。,ワンランク上の最適酒,
大信州　手いっぱい　７２０,日本酒,,,,大信州酒造㈱,長野県,松本市,720,3000,3300 ,繊細にシルクのような感覚で溶け出す感覚。,至福の瞬間をあなたに,
大信州　掟破り　　　　　　　　純米大吟醸生詰,日本酒,,,,大信州酒造㈱,長野県,松本市,720,2300,2530 ,辛味も甘味もバランスよく調和した極上の味わいを楽しむことができる。,華やかな香り,
大雪渓　特別純米　無濾過生原酒　槽場直汲み,日本酒,,,,大雪渓酒造㈱,長野県,池田町,720,1400,1540 ,鮮度にこだわったフレッシュな限定酒。冷やしてどうぞ,やや辛口,
つきよしの　月見に一杯　特別純米原酒,日本酒,,,,若林醸造㈱,長野県,上田市,720,1654,1819 ,熟成された丸みのある優しい味わい。,やや辛口,
つきよしの　空　純米吟醸　　　　　　無濾過生原酒,日本酒,,,,若林醸造㈱,長野県,上田市,720,1800,1980 ,青りんごの香りと甘口の味わい、　　　　　キレの良さが特徴です。,華やかフルーティー,
つきよしの　空　純米吟醸　　　美山錦　７２０,日本酒,,,,若林醸造㈱,長野県,上田市,720,1754,1929 ,すっきりまろやかな味わい,食中酒にオススメ！,
黒澤　生?純米80,日本酒,,,,黒澤酒造㈱,長野県,佐久穂町,720,1163,1279 ,複雑で深みのある米の旨味が絡み合う濃醇純米酒。,濃厚辛口純米,
亀の海　夕やけ小やけ純米吟醸山田錦,日本酒,,,,㈱土屋酒造店,長野県,佐久市,720,1800,1980 ,甘みと酸味のバランスがとれた味わいが口の中に上品に広がります。,ほんのり甘口,
【限】亀の海　純米大吟醸　　　　(ﾋﾟﾝｸﾗﾍﾞﾙ),日本酒,,,,㈱土屋酒造店,長野県,佐久市,720,1954,2149 ,上品で華やかな香りに優しい甘さが広がる芳醇な味わい,旨味リッチ系,
亀の海　純米吟醸　無濾過生　黄ラベル,日本酒,,,,土屋酒造,長野県,佐久市,720,1654,1819 ,フルーティーかつ芳醇。雑味のない旨味が魅了します！,ひとごこち,
黒澤生?　　純米ひやおろし,日本酒,,,,黒澤酒造㈱,長野県,佐久穂町,720,1400,1540 ,ひやおろしらしい熟成感と吟醸酵母で醸した繊細な味わいが心地よい。,秋の数量限定酒,
亀の海　純吟キモト　ひやおろし　ﾓﾀﾞﾅｲｽ　　　,日本酒,,,,㈱土屋酒造店,長野県,佐久市,720,1980,2178 ,生?造りのひやおろし。伝統的な造り方で複雑な味わいを持つ。,,
亀の海　純米大吟醸　金紋錦　テロワールゴロベイ　720,日本酒,,,,㈱土屋酒造店,長野県,佐久市,720,2100,2310 ,リンゴのコンポートのような香りと余韻に軽い苦みを感じます。,減農薬栽培の酒米使用,
亀の海　The Maliqueマリック,日本酒,,,,㈱土屋酒造店,長野県,佐久市,720,2000,2200 ,リンゴ酸を表現したすがすがしい印象の純米吟醸です。,軽めでフレッシュ,
黒松仙醸　純米吟醸　　　　　　ひやしざけ　カワセミ,日本酒,,,,黒松仙醸,長野県,伊那市,720,1600,1760 ,軽やかな飲み口とフレッシュで甘酸っぱい生の味わい。,すっきり旨口,
黒松仙醸　純米大吟醸　　　　　ひやしざけ　ツバメ,日本酒,,,,黒松仙醸,長野県,伊那市,720,1654,1819 ,穏やかな甘みとすっきりとした口当たりのお酒。,すっきり旨口,
黒澤　生?純米　穂積,日本酒,,,,黒澤酒造㈱,長野県,佐久穂町,720,1418,1560 ,舞い降りた蔵付酵母で醸した原点回帰の純米酒です。,スッキリ辛口,
黒澤　純米　新緑生酒,日本酒,,,,黒澤酒造㈱,長野県,佐久穂町,720,1481,1629 ,新緑のように瑞々しく力強さを感じる生もと純米生酒,スッキリ辛口,
黒澤　きもと純米　夏生　720,日本酒,,,,黒澤酒造㈱,長野県,佐久穂町,720,1350,1485 ,清らかな力強さ甘酸のバランスが良く軽快ながら味わい豊か,きりりと冷やして◎,
◆黒澤　純米原酒１２オクロック　720,日本酒,,,,黒澤酒造㈱,長野県,佐久穂町,720,1350,1485 ,12％低アルコールで冷やしてスッキリ、燗でしっかり,酔いひと時を楽しめる,
大信州　掟破り　　　　　　　　純米大吟醸生,日本酒,,,,大信州酒造㈱,長野県,松本市,720,2400,2640 ,辛味も甘味もバランスよく調和した極上の味わいを楽しめる。,華やかな香り,
黒松仙醸　純米吟醸ひやおろしツキノワグマ,日本酒,,,,㈱仙醸,長野県,伊那市,720,1600,1760 ,蔵の中でひと夏、ゆっくり寝かせた旨みたっぷりの円熟の味,濃厚旨口酒,
黒松仙醸　こんな夜に　満月　純大吟　火入　720,日本酒,,,,㈱仙醸,長野県,伊那市,720,2300,2530 ,華やかな吟醸香と透明感のある甘味,極上の月明かりに 乾杯,
黒松仙醸　こんな夜に　山椒魚　純米吟醸　火入　720,日本酒,,,,㈱仙醸,長野県,伊那市,720,1854,2039 ,華やかな香りとフレッシュで        ジューシーな旨味,大人し目のやや甘口,
黒松仙醸　こんな夜に　山女　純米吟醸　火入　720,日本酒,,,,㈱仙醸,長野県,伊那市,720,1700,1870 ,米由来の甘さを残す味わいと風味、高めの酸味で飲み応え有り,香りが信州のリンゴ様,
黒松仙醸　こんな夜に　鹿　特別純米　火入　720,日本酒,,,,㈱仙醸,長野県,伊那市,720,1545,1700 ,柑橘系の香りとジューシーな甘みを表現しています。,ぬる燗にも適しています,
黒松仙醸　こんな夜に　雷鳥　純米酒　火入　720,日本酒,,,,㈱仙醸,長野県,伊那市,720,1418,1560 ,スッキリとした果実香に高めの酸味とキレ。,米の旨味を感じる辛口,
◆黒松仙醸　どぶろく　600,日本酒,,,,㈱仙醸,長野県,伊那市,720,1400,1540 ,しゅわっと弾ける柔らかな泡と、優しく広がるお米の甘さ,栄養たっぷり美肌効果も,
黒松仙醸　こんな夜に　　　　　　　　山椒魚　うすにごり,日本酒,,,,㈱仙醸,長野県,伊那市,720,1850,2035 ,華やかな香りとフレッシュで　　　　　ジューシーな旨味,大人し目のやや甘口,
こんな夜に　山女　純米吟醸　直汲み　生,日本酒,,,,(株)仙醸,長野県,伊那市,720,1700,1870 ,フレッシュな酸味とリンゴの香り。しっかり冷やしてどうぞ,直汲み生,
黒松仙醸　純米大吟醸フクロウ直汲み生原酒,日本酒,,,,㈱仙醸,長野県,伊那市,720,1900,2090 ,メロンのような香り、 しぼりたて特有のピリリとしたガス感が魅力。,直汲み生原酒。,
黒松仙醸　純米吟醸ウサギ　　　うすにごり生原酒,日本酒,,,,㈱仙醸,長野県,伊那市,720,1700,1870 ,リンゴ系の華やかな香りに、爽やかな酸味とジューシーな味わい。,うすにごり生原酒。,
